stateAfips,countyAfips,stateAname,countyAname,population2020,births2020,deaths2020
26,019,Michigan,Benzie County,17974,33,72
26,021,Michigan,Berrien County,154095,377,509
26,023,Michigan,Branch County,44810,135,171
26,025,Michigan,Calhoun County,134113,326,434
26,027,Michigan,Cass County,51563,136,138
26,029,Michigan,Charlevoix County,26012,50,81
26,031,Michigan,Cheboygan County,25599,50,89
26,033,Michigan,Chippewa County,36744,72,104
26,035,Michigan,Clare County,30822,83,119
26,037,Michigan,Clinton County,79128,201,186
26,039,Michigan,Crawford County,12965,21,54
26,041,Michigan,Delta County,36842,85,141
26,043,Michigan,Dickinson County,25886,60,80
26,045,Michigan,Eaton County,109106,268,297
26,047,Michigan,Emmet County,34090,72,106
26,049,Michigan,Genesee County,405648,1071,1477
26,051,Michigan,Gladwin County,25369,48,99
26,053,Michigan,Gogebic County,14315,21,73
26,055,Michigan,Grand Traverse County,95315,176,251
26,057,Michigan,Gratiot County,41662,103,154
26,059,Michigan,Hillsdale County,45677,122,189
26,061,Michigan,Houghton County,37160,77,139
26,063,Michigan,Huron County,31351,77,123
26,065,Michigan,Ingham County,284520,773,710
26,067,Michigan,Ionia County,66861,172,142
26,069,Michigan,Iosco County,25191,68,122
26,071,Michigan,Iron County,11637,30,55
26,073,Michigan,Isabella County,64488,133,113
26,075,Michigan,Jackson County,160200,437,477
26,077,Michigan,Kalamazoo County,261629,746,699
26,079,Michigan,Kalkaska County,17925,56,70
26,081,Michigan,Kent County,658040,2093,1538
26,083,Michigan,Keweenaw County,2055,4,6
26,085,Michigan,Lake County,12099,30,45
26,087,Michigan,Lapeer County,88528,188,283
26,089,Michigan,Leelanau County,22302,35,68
26,091,Michigan,Lenawee County,99214,227,324
26,093,Michigan,Livingston County,193973,470,428
26,095,Michigan,Luce County,5325,15,30
26,097,Michigan,Mackinac County,10830,27,48
26,099,Michigan,Macomb County,880349,2265,2671
26,101,Michigan,Manistee County,25063,55,91
26,103,Michigan,Marquette County,65931,141,196
26,105,Michigan,Mason County,29064,72,79
26,107,Michigan,Mecosta County,39781,105,103
26,109,Michigan,Menominee County,23423,36,87
26,111,Michigan,Midland County,83476,206,207
26,113,Michigan,Missaukee County,15067,38,38
26,115,Michigan,Monroe County,154796,364,456
26,117,Michigan,Montcalm County,66515,158,212
26,119,Michigan,Montmorency County,9155,12,41
26,121,Michigan,Muskegon County,175817,464,496
26,123,Michigan,Newaygo County,50042,131,165
26,125,Michigan,Oakland County,1272408,3179,3257
26,127,Michigan,Oceana County,26688,66,92
26,129,Michigan,Ogemaw County,20740,44,101
26,131,Michigan,Ontonagon County,5804,7,28
26,133,Michigan,Osceola County,22887,55,72
26,135,Michigan,Oscoda County,8234,22,25
26,137,Michigan,Otsego County,25102,66,102
26,139,Michigan,Ottawa County,296787,817,669
26,141,Michigan,Presque Isle County,12979,14,57
26,143,Michigan,Roscommon County,23432,41,123
26,145,Michigan,Saginaw County,189831,502,650
26,147,Michigan,St. Clair County,160265,383,558
26,149,Michigan,St. Joseph County,60902,190,193
26,151,Michigan,Sanilac County,40506,106,120
26,153,Michigan,Schoolcraft County,8041,15,39
26,155,Michigan,Shiawassee County,67983,155,211
26,157,Michigan,Tuscola County,53274,119,189
26,159,Michigan,Van Buren County,75556,227,242
26,161,Michigan,Washtenaw County,371656,895,745
26,163,Michigan,Wayne County,1790225,5466,5519
26,165,Michigan,Wexford County,33676,90,106
27,001,Minnesota,Aitkin County,15693,32,68
27,003,Minnesota,Anoka County,364299,1054,722
27,005,Minnesota,Becker County,35147,79,106
27,007,Minnesota,Beltrami County,46230,163,155
27,009,Minnesota,Benton County,41338,127,113
27,011,Minnesota,Big Stone County,5147,15,24
27,013,Minnesota,Blue Earth County,69173,201,151
27,015,Minnesota,Brown County,25885,67,73
27,017,Minnesota,Carlton County,36156,98,117
27,019,Minnesota,Carver County,107286,281,142
27,021,Minnesota,Cass County,30125,63,95
27,023,Minnesota,Chippewa County,12593,37,37
27,025,Minnesota,Chisago County,56670,161,135
27,027,Minnesota,Clay County,65351,218,120
27,029,Minnesota,Clearwater County,8580,38,20
27,031,Minnesota,Cook County,5592,9,17
27,033,Minnesota,Cottonwood County,11489,29,61
27,035,Minnesota,Crow Wing County,66236,175,191
27,037,Minnesota,Dakota County,440317,1268,786
27,039,Minnesota,Dodge County,20861,63,49
27,041,Minnesota,Douglas County,39079,121,124
27,043,Minnesota,Faribault County,13888,32,50
27,045,Minnesota,Fillmore County,21246,67,57
27,047,Minnesota,Freeborn County,30883,86,97
27,049,Minnesota,Goodhue County,47536,116,144
27,051,Minnesota,Grant County,6080,17,22
27,053,Minnesota,Hennepin County,1281267,3819,2729
27,055,Minnesota,Houston County,18818,56,67
27,057,Minnesota,Hubbard County,21380,54,59
27,059,Minnesota,Isanti County,41383,118,91
27,061,Minnesota,Itasca County,44984,88,145
27,063,Minnesota,Jackson County,9969,20,34
27,065,Minnesota,Kanabec County,16040,42,52
27,067,Minnesota,Kandiyohi County,43685,160,123
27,069,Minnesota,Kittson County,4180,6,17
27,071,Minnesota,Koochiching County,12031,17,26
27,073,Minnesota,Lac qui Parle County,6701,27,24
27,075,Minnesota,Lake County,10885,21,51
27,077,Minnesota,Lake of the Woods County,3760,11,17
27,079,Minnesota,Le Sueur County,28627,63,64
27,081,Minnesota,Lincoln County,5628,13,14
27,083,Minnesota,Lyon County,25174,96,67
27,085,Minnesota,McLeod County,36701,81,115
27,087,Minnesota,Mahnomen County,5374,19,29
27,089,Minnesota,Marshall County,9035,26,19
27,091,Minnesota,Martin County,19970,54,65
27,093,Minnesota,Meeker County,23428,58,60
27,095,Minnesota,Mille Lacs County,26410,61,104
27,097,Minnesota,Morrison County,33980,91,89
27,099,Minnesota,Mower County,40049,143,96
27,101,Minnesota,Murray County,8168,23,20
27,103,Minnesota,Nicollet County,34490,84,73
27,105,Minnesota,Nobles County,22183,82,56
27,107,Minnesota,Norman County,6422,11,19
27,109,Minnesota,Olmsted County,162991,483,301
27,111,Minnesota,Otter Tail County,60024,151,228
27,113,Minnesota,Pennington County,13939,31,28
27,115,Minnesota,Pine County,28854,50,94
27,117,Minnesota,Pipestone County,9405,25,25
27,119,Minnesota,Polk County,31051,85,96
27,121,Minnesota,Pope County,11309,21,37
27,123,Minnesota,Ramsey County,551480,1815,1307
27,125,Minnesota,Red Lake County,3936,15,13
27,127,Minnesota,Redwood County,15391,54,58
27,129,Minnesota,Renville County,14684,47,52
27,131,Minnesota,Rice County,67030,153,148
27,133,Minnesota,Rock County,9705,28,25
27,135,Minnesota,Roseau County,15294,35,48
27,137,Minnesota,St. Louis County,199962,477,671
27,139,Minnesota,Scott County,151265,429,262
27,141,Minnesota,Sherburne County,97479,294,198
27,143,Minnesota,Sibley County,14802,45,30
27,145,Minnesota,Stearns County,158349,522,368
27,147,Minnesota,Steele County,37352,93,106
27,149,Minnesota,Stevens County,9646,31,26
27,151,Minnesota,Swift County,9791,24,32
27,153,Minnesota,Todd County,25250,76,66
27,155,Minnesota,Traverse County,3346,10,12
27,157,Minnesota,Wabasha County,21417,61,49
27,159,Minnesota,Wadena County,14107,55,50
27,161,Minnesota,Waseca County,18954,60,55
27,163,Minnesota,Washington County,268191,643,534
27,165,Minnesota,Watonwan County,11221,38,35
27,167,Minnesota,Wilkin County,6481,16,27
